date	from	text
2024-07-15T19:20:27	Леха Писаренко	А прикинь этот камень вышел из хуя какого-нибудь мужика, когда тот ссал на пляже, потом этот камень прибоем забило в жопу купающейся бабы, потом эту бабу в жопу выебал её муж и поймал хуем камень, после чего дал на рот своей любовнице, которая была поваром, и камень попал ей в рот, после чего спустился до жопы. Эта любовница как раз делала торт вам, поковырялась в жопе и нечаянно занесла камень в торт, который вы потом сожрали
2024-07-15T19:21:04	Бобылев Паша	Ии написал текст?)
2024-07-15T19:21:21	Леха Писаренко	Сам сочинял)
2024-07-15T19:21:24	Бобылев Паша	Я честно не смог до конца прочесть
2024-07-15T19:21:39	Бобылев Паша	Для ценителей)
2024-07-15T19:23:17	Леха Писаренко	Читай!!)
2024-07-15T19:26:13	Бобылев Паша	Виски есть?
2024-07-15T19:26:55	Леха Писаренко	Есть
2024-07-15T19:27:17	Сорокин Андрей	Лех, у тебя хуй был бы как разорвавшийся ствол если бы из него вышел такой камень!
2024-07-15T19:27:38	Леха Писаренко	Это был Баке)
2024-07-15T19:27:52	Сорокин Андрей	
2024-07-15T19:28:00	Сорокин Андрей	Вот такой был бы
2024-07-15T19:28:43	Сорокин Андрей	Тогда там жопа в наши двери бы не прошла, и после баке из неё бы бильярдные шары бы падали
2024-07-15T19:34:44	Бобылев Паша	С половину торта булыжник?
2024-07-15T19:35:22	Бобылев Паша	Тебе камни 🪨 на днях получу, смотри не проглоти
2024-07-15T19:35:27	Dmitry Децина/M	Эх… старый добрый пацанский чат. Аж взгрустнулось: раньше ведь только это и обсуждали!
2024-07-15T19:38:03	Шмелёв Данил	
2024-07-15T19:46:31	Dmitry Децина/M	Баке из украинского сегмента :)
2024-07-15T20:58:10	Шмелёв Данил	Пацаны баке о вас спрашивал
2024-07-15T20:58:17	Шмелёв Данил	Просил в чат добавить
2024-07-15T21:15:58	Alexander	
2024-07-15T21:47:11	Шмелёв Данил	И что это?
2024-07-15T22:00:22	Бобылев Паша	Киркой камень долбит, все хорошо) в академ ездил вчера, там за неделю все дороги положили
2024-07-16T10:51:29	Шмелёв Данил	Идем сегодня?
2024-07-16T10:57:02	Alexander	У меня подписание договора с 12 до 13
2024-07-16T10:57:12	Alexander	Я мимо сегодня
2024-07-16T11:31:07	Миша Трофимюк	
2024-07-16T11:41:04	Леха Писаренко	
2024-07-16T11:43:47	Alexander	Zikizoo?? ))
2024-07-16T11:46:22	Леха Писаренко	Зикизуу
2024-07-16T11:48:14	Alexander	Не забывай кто твои лучшие друзья! Поздравляю!
2024-07-16T12:24:40	Dmitry Децина/M	Спасибоооо
2024-07-16T12:24:49	Dmitry Децина/M	Вы все оч крутые
2024-07-16T12:24:56	Dmitry Децина/M	Рад, что вы у меня есть
2024-07-16T12:30:11	Бобылев Паша	В ресторан идем праздновать?)
2024-07-16T12:30:54	Леха Писаренко	В какой? С волосами или с тараканом? )
2024-07-16T12:34:46	Бобылев Паша	По теме, недавно были в свободе кольцовской, говяжьи щечки подали небритыми) с целым пуском черных волос
2024-07-16T13:22:29	Леха Писаренко	Там шашлычка рядом со свободой этой, мужик отменно готовит
2024-07-16T13:22:40	Леха Писаренко	Сегодня пойду на обед к нему)
2024-07-16T13:25:36	Шмелёв Данил	А кто мне сказал, что его закрывают?
2024-07-16T13:25:41	Бобылев Паша	Которого хотят изгнать с площадки?) сфотай порцию, брал у него один раз, показался мелким
2024-07-16T13:25:59	Шмелёв Данил	Че Лук на это сказал?
2024-07-16T13:27:01	Бобылев Паша	Его там не было) они на мясо сослались, типо на кухне все наряжены
2024-07-16T13:29:27	Шмелёв Данил	Что?
2024-07-16T13:30:11	Леха Писаренко	Заебись на кухне, мясо волосатое к ним пришло
2024-07-16T13:30:36	Бобылев Паша	Да, типо мясо не качественное, а они не заметили
2024-07-16T13:38:10	Бобылев Паша	Выйдешь за подарком сегодня в начале 7ми?
2024-07-16T13:38:36	Леха Писаренко	Да, мы с Кириллом гулять будем у нас во дворе)
2024-07-16T13:38:40	Бобылев Паша	В пятерочке будут раздавать подарки
2024-07-16T13:38:47	Бобылев Паша	Подходите
2024-07-16T13:38:57	Леха Писаренко	Че за подарки?
2024-07-16T13:39:18	Бобылев Паша	Камни для виски, Кирил же пьет мужские напитки?
2024-07-16T13:39:44	Бобылев Паша	Там пункт выдачи
2024-07-16T13:40:05	Леха Писаренко	Виски с колой пьёт, правда пока без виски)
2024-07-16T13:40:58	Бобылев Паша	Купи прибор для измерения концентраций, а то Данил ловко отцовские бутылки разбавлял в свое время)
2024-07-16T13:41:34	Леха Писаренко	Это лет через 10)
2024-07-16T13:43:56	Бобылев Паша	"Как будете отмечать?
Мб заказать суши, а потом позвонить и объяснить, что другое число заказ?)"
2024-07-16T14:46:18	Леха Писаренко	
2024-07-16T14:46:21	Леха Писаренко	Нет мужика
2024-07-16T14:47:24	Alexander	Не расстраивайся Лёх, найдешь себе мужика.
2024-07-16T14:53:06	Бобылев Паша	Зайди щечки попробуй)
2024-07-16T14:53:23	Бобылев Паша	Щечки говяжьего мужика
2024-07-16T14:53:37	Леха Писаренко	Там говорят волосатые они)
2024-07-16T14:54:04	Бобылев Паша	Я стейк заказывал, 1100, норм
2024-07-16T15:36:17	Шмелёв Данил	Как можно не заметить испорченного мяса? И в чем порча? Забыли кожу снять
2024-07-16T16:38:35	Dmitry Децина/M	Не, тогда переписка оставалась. Это было доказательством )))
2024-07-16T16:39:08	Dmitry Децина/M	Да хз пока. В заебе. А работу торт притащу. Дома просто семьей
2024-07-16T17:10:27	Сорокин Андрей	
2024-07-16T17:18:03	Dmitry Децина/M	Спасибо 🙏🏻
2024-07-16T18:02:54	Бобылев Паша	Подходи к пятерочке
2024-07-16T18:04:30	Леха Писаренко	5 мин
2024-07-16T18:46:25	Шмелёв Данил	Митяй, с Днюхой 🎉
2024-07-16T18:47:41	Шмелёв Данил	
2024-07-16T18:48:01	Шмелёв Данил	
2024-07-16T18:48:17	Шмелёв Данил	
2024-07-16T19:04:16	Dmitry Децина/M	Еее
2024-07-16T19:04:24	Dmitry Децина/M	Спасибо:) супер фотки
2024-07-16T19:04:32	Dmitry Децина/M	15 айфон, говоришь?
2024-07-16T19:04:49	Dmitry Децина/M	Спасибо, Дань
2024-07-16T19:16:37	Шмелёв Данил	13 :)
2024-07-16T20:03:00	Леха Писаренко	
2024-07-16T20:27:02	Бобылев Паша	Норм камни?
2024-07-16T20:27:50	Леха Писаренко	Да, закинул в морозилку
2024-07-16T20:57:33	Сорокин Андрей	А что не в форме пробки?
2024-07-16T20:58:11	Бобылев Паша	Какой пробки?
2024-07-16T20:58:44	Бобылев Паша	Выбора ноль, все остальные квадратные, эти единственные которые фигурные
2024-07-16T20:59:57	Сорокин Андрей	Любимой Лехиной)
2024-07-16T21:00:23	Бобылев Паша	Банальной?)
2024-07-16T21:00:47	Сорокин Андрей	Ага банальной)
2024-07-17T08:19:59	Шмелёв Данил	
2024-07-17T10:44:34	Бобылев Паша	Употребляли вчера?
2024-07-17T10:45:22	Леха Писаренко	Да, злоупотребили )
2024-07-17T10:45:54	Бобылев Паша	Дыхните пожалуйста в трубочку
2024-07-17T10:47:04	Шмелёв Данил	Ну что дождь откладывается, идем обедать?
2024-07-17T10:47:21	Леха Писаренко	Яблочники, скажите macbook pro 2019 года збс? Или старое гамно?
2024-07-17T10:47:37	Бобылев Паша	Для ребенка отличный девайс)
2024-07-17T10:48:19	Бобылев Паша	5ти летнее яблоко сильно отстает, я по телефону сужу конечно, разница огромная
2024-07-17T10:48:19	Леха Писаренко	У нас можно на торгах списанные выкупить, начальная цена 37к
2024-07-17T10:48:50	Бобылев Паша	Люди еще торговаться будут?
2024-07-17T10:49:00	Леха Писаренко	Ну да, торги)
2024-07-17T10:49:29	Бобылев Паша	Данил подглядывает)
2024-07-17T10:49:41	Леха Писаренко	Тоже заметил))
2024-07-17T10:49:45	Леха Писаренко	Он стикер выбирает
2024-07-17T10:49:49	Шмелёв Данил	Интересно
2024-07-17T10:49:56	Бобылев Паша	На авито сравнивал? Сколько такие стоят в народе
2024-07-17T10:50:02	Шмелёв Данил	Посмотрю какой у меня
2024-07-17T10:50:39	Бобылев Паша	Они с базами будут, Лех?
2024-07-17T10:50:58	Леха Писаренко	Ага, конечно))
2024-07-17T10:51:26	Леха Писаренко	Все 256 гигабайт будут базами забиты)
2024-07-17T10:51:38	Леха Писаренко	Иначе за че там 37к отдавать?
2024-07-17T10:51:43	Шмелёв Данил	Дай полные характеристики про 14 дюймов м1?
2024-07-17T10:52:02	Шмелёв Данил	Я в том году за 130 брал
2024-07-17T10:52:17	Леха Писаренко	
2024-07-17T10:52:21	Бобылев Паша	Тогда бери все, за 37 битков продадим)))
2024-07-17T10:52:58	Леха Писаренко	Серьёзно? 130 тыщ за ноут??
2024-07-17T10:53:08	Шмелёв Данил	Это б/у
2024-07-17T10:53:10	Бобылев Паша	Можно взять просто в кафе его открывать для виду) пасьянс раскладывать
2024-07-17T10:53:22	Шмелёв Данил	Ну ты глянь цены на авито
2024-07-17T10:53:27	Шмелёв Данил	Мути бизнес
2024-07-17T10:53:39	Леха Писаренко	130 тыщ за бу ноут??
2024-07-17T10:54:09	Бобылев Паша	37 это на старте, нужно смотреть в процессе торгов, люди там тоже не дураки сидят)
2024-07-17T10:54:18	Леха Писаренко	Да понятно дело
2024-07-17T10:54:22	Бобылев Паша	🍎
2024-07-17T10:54:35	Леха Писаренко	Их и покупают скорее всего чтобы потом лохам впарить на авите)
2024-07-17T10:54:49	Шмелёв Данил	Такие на авито от 40 до 70
2024-07-17T10:54:57	Alexander	чёт хз. в 13.00 дождь обещает
2024-07-17T10:55:42	Шмелёв Данил	Еще смотри на царапины и циклы заряда
2024-07-17T10:55:56	Шмелёв Данил	На авито все дрочат, чтобы в идеале был
2024-07-17T10:56:13	Шмелёв Данил	А у вас скорее всего не очень волнуются о сохранности
2024-07-17T10:56:25	Бобылев Паша	Толщиномером проверяй
2024-07-17T10:56:55	Шмелёв Данил	
2024-07-17T10:58:10	Сорокин Андрей	"Прикинь Лех!
А тебе не выдают, или тебе нах не нужен?"
2024-07-17T10:58:40	Леха Писаренко	Выдавали, потом на сбербук поменял
2024-07-17T10:58:43	Шмелёв Данил	
2024-07-17T10:59:38	Бобылев Паша	Что такое сбербук?
2024-07-17T10:59:57	Леха Писаренко	Ноут от Сбера
2024-07-17T11:00:17	Леха Писаренко	Типа взяли делл какой-нибудь, кастомизировали и написали Сбер
2024-07-17T11:00:42	Леха Писаренко	Сбербук
2024-07-17T11:05:18	Бобылев Паша	Маки наверно сейчас и нельзя брать в такие значимые компании
2024-07-17T11:05:57	Леха Писаренко	Да можно, только нафига они нужны
2024-07-17T11:06:54	Бобылев Паша	Модно молодежно
2024-07-17T11:07:24	Леха Писаренко	Раньше когда у нас было жирное монолитное приложение сбербизнес то мак имел смысл, потому что локально оно запускалось только на нём, благодаря его особой файловой системе
2024-07-17T11:08:02	Леха Писаренко	А в остальном мак не очень удобен
2024-07-17T11:14:40	Бобылев Паша	Он красивый)
2024-07-17T11:15:28	Леха Писаренко	Ну если так выбирать)
2024-07-17T11:26:35	Шмелёв Данил	В термы едешь?
2024-07-17T11:26:44	Шмелёв Данил	Михан, Андрюха?
2024-07-17T11:26:54	Леха Писаренко	Когда?
2024-07-17T11:27:54	Шмелёв Данил	В это воскресенье! Новая зона открылась для мужиков
2024-07-17T11:33:20	Бобылев Паша	Миша, ты отпускаешь Андрея в термы на воскресение?)
2024-07-17T11:34:36	Бобылев Паша	Он там будет предложение делать по замене все полков на термолес, контракт заключать на миллионы
2024-07-17T11:36:24	Леха Писаренко	Хз, посмотрим
2024-07-17T11:37:31	Шмелёв Данил	Вы сходите, посмотрите что у них можно улучшить и КП закинете
2024-07-17T11:37:39	Шмелёв Данил	Так и становятся богатыми
2024-07-17T11:38:11	Шмелёв Данил	Записали тебя, Паше 4500 переведи 😉
2024-07-17T11:38:30	Леха Писаренко	Ээ
2024-07-17T11:38:41	Леха Писаренко	Че за разводилово)
2024-07-17T11:38:43	Бобылев Паша	Битками желательно, можно хомяками
2024-07-17T11:39:01	Шмелёв Данил	Можно макбуками
2024-07-17T11:40:29	Леха Писаренко	4500 это всего 3 клавиши с его клавиатуры - й, х, у
2024-07-17T11:42:16	Бобылев Паша	Не буди зверя)
2024-07-17T11:43:49	Бобылев Паша	А если 4 буквы, тогда какие?
2024-07-17T11:49:52	Леха Писаренко	Это к Данилу)
2024-07-17T11:57:50	Шмелёв Данил	к, с, у, а
2024-07-17T11:59:04	Бобылев Паша	У Алексея ребус попроще
2024-07-17T12:00:32	Шмелёв Данил	Ну так у меня на 1 букву больше :)
2024-07-17T12:00:44	Бобылев Паша	Логично)
2024-07-17T13:12:33	Alexander	271 руб
2024-07-17T13:13:07	Бобылев Паша	Булочка топовая
2024-07-17T13:26:39	Шмелёв Данил	Чем она обмазана, боюсь спросить 💦
2024-07-17T13:27:53	Alexander	Не знаю, но очень сладкая)
2024-07-17T13:29:22	Бобылев Паша	Значит тем самым)
2024-07-17T13:38:57	Бобылев Паша	Приторно сладкой помадкой
2024-07-17T14:45:10	Шмелёв Данил	Повар ананасы ел
2024-07-17T14:45:48	Леха Писаренко	Фу)
2024-07-17T14:50:16	Бобылев Паша	Со сгущенкой
2024-07-17T15:09:22	Шмелёв Данил	Обзор кидай
2024-07-17T20:17:02	Шмелёв Данил	
2024-07-17T20:17:09	Шмелёв Данил	Офер пришел
2024-07-17T20:17:21	Леха Писаренко	Куда?
2024-07-17T20:17:42	Шмелёв Данил	Пацаны, серьезно, отпрашивайтесь, давайте в термы, хз когда в следующий раз соберемся
2024-07-17T20:17:47	Шмелёв Данил	Обратно
2024-07-17T20:19:59	Леха Писаренко	Лена обрадовалась?)
2024-07-17T20:26:55	Бобылев Паша	Через пару недель улетаешь?
2024-07-17T21:09:25	Dmitry Децина/M	Это там, где до 9 работают каждый день? И из развлечений - странная китайская еда в Благовещенске?
2024-07-17T21:10:55	Шмелёв Данил	Да 🙂‍↕️
2024-07-17T21:11:20	Шмелёв Данил	Если все по плану то через 3 недели примерно
2024-07-17T21:20:21	Dmitry Децина/M	Реально поедешь? Я думал ты оттуда раньше времени срулил неспроста?!!
2024-07-17T21:28:11	Шмелёв Данил	Мне пообещали устранить недостатки и накинули к зп
2024-07-17T21:28:30	Шмелёв Данил	Буду работать на другой установке с другими людьми
2024-07-17T21:40:50	Dmitry Децина/M	Сколько платят? Порядок хотя бы. А то мне продлеваться предлагают. Мож бросить все и в Благовещенск?
2024-07-17T21:40:53	Dmitry Децина/M	:)
2024-07-17T21:42:46	Шмелёв Данил	Примерно в 2 раза больше чем в Новосибирске
2024-07-17T21:43:07	Dmitry Децина/M	Блин
2024-07-17T21:43:10	Dmitry Децина/M	Не дало
2024-07-17T21:43:12	Dmitry Децина/M	:)
2024-07-17T21:43:23	Dmitry Децина/M	Давай в личку ;)
2024-07-17T21:43:44	Леха Писаренко	Лям, получается?
2024-07-17T21:43:57	Dmitry Децина/M	Лех какая зп в сбере
2024-07-17T21:44:04	Dmitry Децина/M	У вас?
2024-07-17T21:44:08	Шмелёв Данил	До программистов мне далеко :)
2024-07-17T21:44:18	Dmitry Децина/M	Давайте в год
2024-07-17T21:44:23	Леха Писаренко	Платят прилично, правда очень мало)
2024-07-17T21:44:29	Dmitry Децина/M	Блядь
2024-07-17T21:44:32	Dmitry Децина/M	Ну ладно
2024-07-17T21:44:46	Dmitry Децина/M	Я думал можно здесь это обсуждать ))
2024-07-17T21:45:19	Леха Писаренко	На тракториста можно рассчитывать в среднем по итогу года
2024-07-17T21:45:43	Шмелёв Данил	Это с премией? В месяц?
2024-07-17T21:45:58	Леха Писаренко	С премией, ага
2024-07-17T21:46:04	Леха Писаренко	Просто у нас она годовая
2024-07-17T21:46:19	Шмелёв Данил	В Сибуре премия раз в полгода
2024-07-17T21:46:28	Шмелёв Данил	Это 40% от оклада
2024-07-17T21:46:45	Шмелёв Данил	Если выдадут в полном объеме будет больше 300
2024-07-17T21:47:08	Шмелёв Данил	На руки в месяц меньше 300
2024-07-17T21:47:58	Леха Писаренко	280 кароч примерно получается
2024-07-17T21:48:16	Шмелёв Данил	Это с премией в месяц?
2024-07-17T21:48:19	Шмелёв Данил	Збс
2024-07-17T21:48:30	Шмелёв Данил	Продолжаю на программиста учиться :)
2024-07-17T21:48:33	Леха Писаренко	У тебя в СИБУРе)
2024-07-17T21:48:44	Dmitry Децина/M	Ну у меня в Новосибе за год меньше 100 :( но в командировке 450 с копейками. Поэтому чтобы правильно посчитать, надо все годы суммировать и делить. Ебатория ))
2024-07-17T21:49:08	Леха Писаренко	Продлевай конечно))
2024-07-17T21:49:52	Шмелёв Данил	Больше всех :)
2024-07-17T21:50:23	Шмелёв Данил	Я вам по факту через 2 года пересчитаю :)
2024-07-17T21:52:10	Dmitry Децина/M	Так я тут и трачу пздц
2024-07-17T21:52:44	Леха Писаренко	А, ну продлевай и не трать тогда)
2024-07-17T21:52:50	Dmitry Децина/M	100 на жизнь улетает только в путь.
2024-07-17T21:53:08	Dmitry Децина/M	Так мы Омаров не едим. Хрен ужмешься
2024-07-17T21:53:28	Шмелёв Данил	В НСК ты так же тратить будешь, цены изменились с 2022
2024-07-17T21:55:14	Шмелёв Данил	Если предлагают, то продлевай конечно
2024-07-17T21:55:52	Шмелёв Данил	
2024-07-17T21:56:22	Шмелёв Данил	
2024-07-17T21:57:01	Сорокин Андрей	
2024-07-17T22:05:12	Dmitry Децина/M	Вот я понимаю, пацаны делом заняты. И деньги, и перспектива, и весело!!!
2024-07-17T23:31:09	Dmitry Децина/M	Я бы сейчас с удовольствием, честно говоря, потусил так между гаражами и палку покрутил ))
2024-07-18T05:12:01	Шмелёв Данил	На Мадагаскаре нет палок? 😉
2024-07-18T07:13:00	Бобылев Паша	Вы идете Данила в командировку провожать?
2024-07-18T08:43:49	Alexander	300 руб😁
2024-07-18T08:46:49	Бобылев Паша	Мода)
2024-07-18T08:53:49	Бобылев Паша	Саня, поставь аватарку наконец)
2024-07-18T09:03:21	Alexander	Такую если тока)
2024-07-18T09:18:49	Бобылев Паша	С такой забудь о подписании серьезных договоров)
2024-07-18T09:21:00	Шмелёв Данил	
2024-07-18T09:21:08	Шмелёв Данил	Мем
2024-07-18T09:22:07	Бобылев Паша	Санек вообще мемный чувак сам по себе)
2024-07-18T09:22:09	Шмелёв Данил	Некоторые бьют татухи на лице, как знак протеста от работы «на дядю», а некоторые - просто Пуч
2024-07-18T09:23:06	Бобылев Паша	Модератор, забаньте пожалуйста админа за спам
2024-07-18T09:23:57	Леха Писаренко	Внатуре, заебал )
2024-07-18T09:42:18	Alexander	Кстати сейчас в стадии согласования договора аренды для ДНС, с ежемесячным платежом в 333 т.р.
2024-07-18T09:42:32	Alexander	Потому что без авы)
2024-07-18T09:45:16	Бобылев Паша	Найс) но с авой вся сумма тебе на карту капает, а без дяде)
2024-07-18T11:36:28	Шмелёв Данил	Идем сегодня обедать?
2024-07-18T11:37:58	Alexander	Куда?
2024-07-18T11:42:49	Шмелёв Данил	Встретимся во дворике
2024-07-18T11:42:59	Шмелёв Данил	В 12:40
2024-07-18T11:43:13	Alexander	может что новое?
2024-07-18T12:03:10	Шмелёв Данил	Давай
2024-07-18T12:03:56	Шмелёв Данил	
2024-07-18T12:04:55	Alexander	
2024-07-18T12:05:15	Alexander	спарсил все бизнесс ланчи в тихом центре, можно выбрать
2024-07-18T12:05:49	Шмелёв Данил	
2024-07-18T12:06:18	Шмелёв Данил	
2024-07-18T12:06:45	Alexander	Ты уже на Сибур обеды перешёл??
2024-07-18T12:08:13	Шмелёв Данил	
2024-07-18T12:08:25	Alexander	
2024-07-18T12:08:44	Alexander	наибольшая оценка в тихом центре, макс кол-во отзывов.
2024-07-18T12:08:50	Alexander	Дешёвый ланч
2024-07-18T12:09:15	Леха Писаренко	
2024-07-18T12:09:34	Alexander	
2024-07-18T12:10:08	Alexander	го сюда!
2024-07-18T12:10:41	Шмелёв Данил	Го
2024-07-18T12:11:27	Alexander	Полупокер, го с нами!
2024-07-18T12:31:39	Бобылев Паша	Здесь я был недавно, не очень
2024-07-18T16:37:27	Шмелёв Данил	
2024-07-18T17:06:30	Alexander	Сами себе похлопали)
2024-07-18T17:09:21	Сорокин Андрей	Пучан, что ты делаешь за 10 минут и что стоит 400 рэ?)
2024-07-18T17:12:20	Alexander	Не приходишь с нами обедать, не узнаешь)
2024-07-18T17:19:10	Dmitry Децина/M	Хахах переварено-недоварено
2024-07-19T12:45:11	Шмелёв Данил	У меня новый фаворит ) топовое место
2024-07-19T12:45:41	Alexander	Сливай.
2024-07-19T12:46:00	Шмелёв Данил	
2024-07-19T12:46:05	Шмелёв Данил	Зацените что на бизнес приносят
2024-07-19T12:46:17	Шмелёв Данил	Летник
2024-07-19T12:46:29	Шмелёв Данил	Поел на 460 два блюда
2024-07-19T12:52:42	Шмелёв Данил	Идем в понедельник?
2024-07-19T13:07:02	Бобылев Паша	Очень красиво и аппетитно 😋
2024-07-19T13:30:28	Миша Трофимюк	Братик, ты отошёл от привычного формата! Пересними
2024-07-19T13:37:09	Бобылев Паша	Ты не понял, это приманка, иначе они загасятся и не пойдут)
2024-07-19T13:40:36	Шмелёв Данил	Смонтирую попозже
2024-07-19T13:58:19	Шмелёв Данил	Митяй, можешь в 2-х словах описать чем ты занимаешься? Я что-то задумался и не могу сформулировать
2024-07-19T14:05:36	Леха Писаренко	Тащит мид)
2024-07-19T14:05:42	Леха Писаренко	В двух словах
2024-07-19T14:14:25	Бобылев Паша	Каждый о своей работе ровно в двух словах)
2024-07-19T14:26:26	Dmitry Децина/M	У меня в двух не получится :)
2024-07-19T14:28:31	Dmitry Децина/M	Если на коммерцию переводить - это примерно обязанности руководителя направления или менеджера международного проекта.
2024-07-19T14:31:36	Dmitry Децина/M	
2024-07-19T14:32:23	Dmitry Децина/M	
2024-07-19T15:43:23	Alexander	Классно. Вместо аудиокниги можно слушать)
2024-07-19T15:46:52	Шмелёв Данил	С такими связями, мути миллиардный бизнес в России
2024-07-19T15:47:10	Шмелёв Данил	Ты помог зайти компании, они тебя потом топ манагером примут
2024-07-19T16:39:54	Шмелёв Данил	
2024-07-19T16:40:03	Шмелёв Данил	Рекомендую
2024-07-19T16:49:16	Шмелёв Данил	Сегодня в электроне аншлаг! Я на центре не нашел в 2-х вагонах где сесть. На речном люди не влезают
2024-07-19T16:51:13	Alexander	"Ломай им хуй! Выпинывай из вагона. Это всё ""Барсики"". 
Не гоже ""Алмазному королю"" смотреть на это."
2024-07-19T16:52:47	Alexander	a_man in a purple jacket.mp4
2024-07-19T17:05:08	Бобылев Паша	Ты кексов с Мари Джейн объелся?)
2024-07-19T17:09:53	Alexander	
2024-07-19T17:13:57	Леха Писаренко	Молодец, Сань)
2024-07-19T17:14:44	Бобылев Паша	Снова нужна проверка на скам
2024-07-19T17:14:57	Бобылев Паша	Звучит через чур привлекательно
2024-07-19T17:15:58	Леха Писаренко	Скоро Саня найдёт wap сайты, где полифонию за смс-ки скачать можно)
2024-07-19T17:16:18	Alexander	😂😂😂😂😂
2024-07-20T06:38:16	Шмелёв Данил	
2024-07-20T06:41:54	Шмелёв Данил	
2024-07-20T06:41:54	Шмелёв Данил	
2024-07-20T08:40:03	Бобылев Паша	
2024-07-20T08:40:03	Бобылев Паша	
2024-07-20T08:40:03	Бобылев Паша	
2024-07-20T08:40:03	Бобылев Паша	
2024-07-20T10:28:07	Бобылев Паша	
2024-07-20T10:31:17	Шмелёв Данил	
2024-07-20T10:31:17	Шмелёв Данил	
2024-07-20T10:39:38	Alexander	
2024-07-20T11:17:39	Шмелёв Данил	
2024-07-20T11:17:39	Шмелёв Данил	
2024-07-20T11:17:39	Шмелёв Данил	
2024-07-20T11:17:41	Шмелёв Данил	
2024-07-20T11:29:30	Сорокин Андрей	Даниил ты 1000 отжимания сделал?
2024-07-20T11:29:36	Сорокин Андрей	
2024-07-20T11:50:54	Бобылев Паша	
2024-07-20T11:53:05	Dmitry Децина/M	
2024-07-20T12:27:48	Dmitry Децина/M	
2024-07-20T12:27:50	Dmitry Децина/M	
2024-07-20T13:00:47	Леха Писаренко	
2024-07-20T13:00:47	Леха Писаренко	
2024-07-20T13:00:47	Леха Писаренко	
2024-07-20T13:03:25	Шмелёв Данил	Yes
2024-07-20T13:17:43	Dmitry Децина/M	Как ощущения? Болеть будешь?
2024-07-20T13:17:58	Dmitry Децина/M	Сколько вообще штатно в день ты делаешь? )
2024-07-20T13:25:24	Шмелёв Данил	Я не отжимаюсь
2024-07-20T13:26:33	Dmitry Децина/M	А откуда тогда цель в 1000 отжиманий?
2024-07-20T13:31:27	Бобылев Паша	"Семинихин подтягивается в свой день рождение возраст умноженный на 10, в этом году ему 53, он сделал 535 с запасом)
Второй год мотивирует нас подтягиваться, в прошлом по 500 сделали, в этом 800, Данил из-за травмы отжимался за компанию"
2024-07-20T13:32:58	Бобылев Паша	
2024-07-20T13:35:29	Dmitry Децина/M	Т.е. мне нужно 380 - минимум
2024-07-20T13:35:33	Dmitry Децина/M	:)
2024-07-20T13:35:40	Dmitry Децина/M	Попробую
2024-07-20T13:35:50	Dmitry Децина/M	Сколько по времени закладывать?
2024-07-20T13:40:19	Бобылев Паша	"Время не важно, делай как тебе комфортно, сейчас мы делали по 4
В прошлый раз по 5"
2024-07-20T13:41:36	Dmitry Децина/M	Я не про то, во сколько уложиться нужно
2024-07-20T13:41:54	Dmitry Децина/M	Просто на сколько рассчитывать? Это же продолжительное мероприятие
2024-07-20T13:45:52	Бобылев Паша	500 чуть больше 2х часов делается, 800 за 5)
2024-07-20T13:46:31	Dmitry Децина/M	:)
2024-07-20T13:46:41	Dmitry Децина/M	Красавчики. Жму руку
2024-07-20T14:16:44	Бобылев Паша	"Осматривайся хорошо, недавно чувака захавал на покатушках клещ
Грибы 🍄 видел?"
2024-07-20T14:18:08	Бобылев Паша	Почему в куртке, так холодно?
2024-07-20T14:31:19	Dmitry Децина/M	Да, утром прохладно
2024-07-20T14:32:06	Dmitry Децина/M	Когда возвращался , уже подпекать начало на солнце.
2024-07-20T14:33:05	Бобылев Паша	Кайфовая зима, загорать можно)
2024-07-20T14:34:26	Dmitry Децина/M	Днем можно.
2024-07-20T14:34:37	Dmitry Децина/M	В целом, на улице приятнее чем дома
2024-07-20T14:34:52	Dmitry Децина/M	Дома холодина . Вечером особенно бесит.
2024-07-20T14:35:15	Dmitry Децина/M	Центрального отопления нет. Полы холодные. Я в меховых тапках хожу
2024-07-20T14:35:26	Dmitry Децина/M	:)) жду весну :))
2024-07-20T14:41:45	Бобылев Паша	Летом под одеялами спите?)
2024-07-20T14:42:09	Бобылев Паша	Кондер на небольшое тепло может работать
2024-07-20T14:47:42	Dmitry Децина/M	Да, вечером конлеры включаем на +26, чтобы немножко тепло нагнать. Но стены холодные, пол холодный, так что это не на долго спасает.
2024-07-20T14:47:52	Dmitry Децина/M	Спим под одеялами
2024-07-20T14:48:00	Dmitry Децина/M	У нас сейчас зима )
2024-07-20T14:48:10	Dmitry Децина/M	Дети в пижамах
2024-07-20T14:48:28	Dmitry Децина/M	Летом можно без одела спать.
2024-07-20T15:04:31	Alexander	
2024-07-20T15:04:31	Alexander	
2024-07-20T15:04:31	Alexander	Клещей не видно. Ночевал в избе.
2024-07-20T15:51:49	Alexander	Грибов нет) грибники есть
2024-07-20T21:30:20	Леха Писаренко	Вы во сколько завтра в миру?
2024-07-20T21:30:46	Бобылев Паша	К открытию
2024-07-20T21:31:04	Леха Писаренко	Понял, ну я позже приеду
2024-07-20T21:31:20	Бобылев Паша	Окей!
2024-07-20T21:31:30	Бобылев Паша	Дровосеков бери с собой)
2024-07-20T21:31:46	Леха Писаренко	Дров и секов?)
